Acquisition Date,Collection Category,Collection Number,Corner Lower Left Lat DMS,Corner Lower Left Latitude,Corner Lower Left Long DMS,Corner Lower Left Longitude,Corner Lower Right Lat DMS,Corner Lower Right Latitude,Corner Lower Right Long DMS,Corner Lower Right Longitude,Corner Upper Left Lat DMS,Corner Upper Left Latitude,Corner Upper Left Long DMS,Corner Upper Left Longitude,Corner Upper Right Lat DMS,Corner Upper Right Latitude,Corner Upper Right Long DMS,Corner Upper Right Longitude,Data Type L2,Date Acquired,Date Product Generated L1,Date Product Generated L2,Date Updated,Datum,Day/Night Indicator,Display ID,Ellipsoid,Entity ID,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Land Cloud Cover,Landsat Product Identifier L1,Landsat Product Identifier L2,Landsat Scene Identifier,NE Corner Lat,NE Corner Lat dec,NE Corner Long,NE Corner Long dec,NW Corner Lat,NW Corner Lat dec,NW Corner Long,NW Corner Long dec,Nadir/Off Nadir,Processing Software Version,Product Map Projection L1,Publication Date,Resolution,Roll Angle,SE Corner Lat,SE Corner Lat dec,SE Corner Long,SE Corner Long dec,SW Corner Lat,SW Corner Lat dec,SW Corner Long,SW Corner Long dec,Satellite,Scene Center Lat DMS,Scene Center Latitude,Scene Center Long DMS,Scene Center Longitude,Scene Cloud Cover L1,Sensor Identifier,Start Time,Station Identifier,Stop Time,Sun Azimuth L0RA,Sun Elevation L0RA,TIRS SSM Model,Target WRS Path,Target WRS Row,UTM Zone,WRS Path,WRS Row,source
,T1,2,"20°35'15.11""N",20.58753,"53°25'17.58""E",53.42155,"20°37'09.05""N",20.61918,"55°38'00.13""E",55.63337,"22°42'29.95""N",22.70832,"53°22'07.75""E",53.36882,"22°44'36.85""N",22.74357,"55°36'47.45""E",55.61318,OLI_TIRS_L2SP,11/24/2022,3/20/2023,3/20/2023,,WGS84,DAY,LC09_L2SP_160045_20221124_20230320_02_T1,WGS84,LC91600452022328LGN01,7.615,5.083,5.671,934,5,0.01,LC09_L1TP_160045_20221124_20230320_02_T1,LC09_L2SP_160045_20221124_20230320_02_T1,LC91600452022328LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"21°40'17.65""N",21.67157,"54°30'36.25""E",54.51007,0.01,OLI_TIRS,11/24/2022 6:47,LGN,11/24/2022 6:48,153.6006826,43.39931745,,160,45,40,160,45,Landsat
,T1,2,"24°55'57.90""N",24.93275,"55°57'50.51""E",55.96403,"24°55'52.64""N",24.93129,"58°13'41.09""E",58.22808,"27°02'14.14""N",27.03726,"55°56'43.48""E",55.94541,"27°02'08.38""N",27.03566,"58°15'00.50""E",58.25014,OLI_TIRS_L2SP,11/25/2022,12/5/2022,12/5/2022,,WGS84,DAY,LC08_L2SP_159042_20221125_20221205_02_T1,WGS84,LC81590422022329LGN00,7.742,4.247,6.473,614,5,4.21,LC08_L1TP_159042_20221125_20221205_02_T1,LC08_L2SP_159042_20221125_20221205_02_T1,LC81590422022329LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"25°59'34.26""N",25.99285,"57°05'50.14""E",57.09726,2.18,OLI_TIRS,11/25/2022 6:40,LGN,11/25/2022 6:40,156.1241543,39.57576493,FINAL,159,42,40,159,42,Landsat
,T1,2,"23°29'19.61""N",23.48878,"55°37'33.85""E",55.62607,"23°29'32.71""N",23.49242,"57°52'03.72""E",57.8677,"25°35'46.14""N",25.59615,"55°36'10.51""E",55.60292,"25°36'00.58""N",25.60016,"57°52'56.35""E",57.88232,OLI_TIRS_L2SP,11/25/2022,12/5/2022,12/5/2022,,WGS84,DAY,LC08_L2SP_159043_20221125_20221205_02_T1,WGS84,LC81590432022329LGN00,6.501,4.098,5.047,592,5,0.73,LC08_L1TP_159043_20221125_20221205_02_T1,LC08_L2SP_159043_20221125_20221205_02_T1,LC81590432022329LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"24°33'11.23""N",24.55312,"56°44'40.42""E",56.74456,0.44,OLI_TIRS,11/25/2022 6:40,LGN,11/25/2022 6:41,155.3399712,40.79421313,FINAL,159,43,40,159,43,Landsat
,T1,2,"22°02'38.94""N",22.04415,"55°17'30.01""E",55.29167,"22°03'08.14""N",22.05226,"57°30'45.65""E",57.51268,"24°09'25.16""N",24.15699,"55°15'52.99""E",55.26472,"24°09'57.49""N",24.16597,"57°31'14.77""E",57.52077,OLI_TIRS_L2SP,11/25/2022,12/5/2022,12/5/2022,,WGS84,DAY,LC08_L2SP_159044_20221125_20221205_02_T1,WGS84,LC81590442022329LGN00,7.123,4.477,5.54,823,5,0.01,LC08_L1TP_159044_20221125_20221205_02_T1,LC08_L2SP_159044_20221125_20221205_02_T1,LC81590442022329LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"23°06'46.33""N",23.11287,"56°23'51.58""E",56.39766,0.01,OLI_TIRS,11/25/2022 6:41,LGN,11/25/2022 6:41,154.5212848,42.00293627,FINAL,159,44,40,159,44,Landsat
,T1,2,"20°36'06.26""N",20.60174,"54°57'46.58""E",54.96294,"20°36'49.18""N",20.61366,"57°09'43.92""E",57.1622,"22°42'52.38""N",22.71455,"54°55'58.98""E",54.93305,"22°43'40.19""N",22.72783,"57°09'52.49""E",57.16458,OLI_TIRS_L2SP,11/25/2022,12/5/2022,12/5/2022,,WGS84,DAY,LC08_L2SP_159045_20221125_20221205_02_T1,WGS84,LC81590452022329LGN00,7.459,4.929,5.598,614,5,0.01,LC08_L1TP_159045_20221125_20221205_02_T1,LC08_L2SP_159045_20221125_20221205_02_T1,LC81590452022329LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"21°40'18.12""N",21.6717,"56°03'21.38""E",56.05594,0.01,OLI_TIRS,11/25/2022 6:41,LGN,11/25/2022 6:42,153.6646908,43.2014735,FINAL,159,45,40,159,45,Landsat
,T1,2,"26°23'32.35""N",26.39232,"51°39'34.88""E",51.65969,"26°21'49.46""N",26.36374,"53°56'06.14""E",53.93504,"28°28'59.05""N",28.48307,"51°40'20.06""E",51.67224,"28°27'06.59""N",28.45183,"53°59'26.88""E",53.9908,OLI_TIRS_L2SP,11/30/2022,12/6/2022,12/6/2022,,WGS84,DAY,LC08_L2SP_162041_20221130_20221206_02_T1,WGS84,LC81620412022334LGN00,7.12,4.971,5.097,649,5,50.29,LC08_L1TP_162041_20221130_20221206_02_T1,LC08_L2SP_162041_20221130_20221206_02_T1,LC81620412022334LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"27°25'53.72""N",27.43159,"52°48'50.58""E",52.81405,43.35,OLI_TIRS,11/30/2022 6:58,LGN,11/30/2022 6:58,156.8407147,37.36924888,FINAL,162,41,39,162,41,Landsat
,T1,2,"24°56'48.66""N",24.94685,"51°18'57.56""E",51.31599,"24°55'30.25""N",24.92507,"53°34'03.04""E",53.56751,"27°02'27.06""N",27.04085,"51°19'17.90""E",51.32164,"27°01'01.02""N",27.01695,"53°36'48.13""E",53.61337,OLI_TIRS_L2SP,11/30/2022,12/6/2022,12/6/2022,,WGS84,DAY,LC08_L2SP_162042_20221130_20221206_02_T1,WGS84,LC81620422022334LGN00,7.731,5.602,5.328,62,5,6.79,LC08_L1TP_162042_20221130_20221206_02_T1,LC08_L2SP_162042_20221130_20221206_02_T1,LC81620422022334LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"25°59'33.18""N",25.99255,"52°27'18.76""E",52.45521,37.7,OLI_TIRS,11/30/2022 6:58,LGN,11/30/2022 6:59,156.1098029,38.59626174,FINAL,162,42,39,162,42,Landsat
,T1,2,"23°30'10.69""N",23.50297,"50°58'38.89""E",50.97747,"23°29'14.39""N",23.48733,"53°12'25.38""E",53.20705,"25°36'00.40""N",25.60011,"50°58'37.52""E",50.97709,"25°34'58.40""N",25.58289,"53°14'38.47""E",53.24402,OLI_TIRS_L2SP,11/30/2022,12/6/2022,12/6/2022,,WGS84,DAY,LC08_L2SP_162043_20221130_20221206_02_T1,WGS84,LC81620432022334LGN00,8.371,5.722,6.111,253,5,25.33,LC08_L1TP_162043_20221130_20221206_02_T1,LC08_L2SP_162043_20221130_20221206_02_T1,LC81620432022334LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"24°33'10.94""N",24.55304,"52°06'09.43""E",52.10262,32.37,OLI_TIRS,11/30/2022 6:59,LGN,11/30/2022 6:59,155.3488477,39.81450994,FINAL,162,43,39,162,43,Landsat
,T1,2,"22°03'38.92""N",22.06081,"50°38'46.46""E",50.64624,"22°03'02.52""N",22.0507,"52°51'09.94""E",52.85276,"24°09'29.88""N",24.1583,"50°38'26.52""E",50.6407,"24°08'49.63""N",24.14712,"52°52'54.30""E",52.88175,OLI_TIRS_L2SP,11/30/2022,12/6/2022,12/6/2022,,WGS84,DAY,LC08_L2SP_162044_20221130_20221206_02_T1,WGS84,LC81620442022334LGN00,9.156,5.94,6.967,415,5,29.92,LC08_L1TP_162044_20221130_20221206_02_T1,LC08_L2SP_162044_20221130_20221206_02_T1,LC81620442022334LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"23°06'45.07""N",23.11252,"51°45'20.52""E",51.7557,29.9,OLI_TIRS,11/30/2022 6:59,LGN,11/30/2022 7:00,154.554835,41.02377921,FINAL,162,44,39,162,44,Landsat
,T1,2,"26°20'10.36""N",26.33621,"53°14'08.84""E",53.23579,"26°22'42.60""N",26.3785,"55°33'48.85""E",55.56357,"28°27'56.66""N",28.46574,"53°09'46.19""E",53.16283,"28°30'43.34""N",28.51204,"55°32'08.38""E",55.53566,OLI_TIRS_L2SP,12/1/2022,3/19/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_161041_20221201_20230319_02_T1,WGS84,LC91610412022335LGN01,7.67,4.829,5.959,868,5,0.79,LC09_L1TP_161041_20221201_20230319_02_T1,LC09_L2SP_161041_20221201_20230319_02_T1,LC91610412022335LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,-0.001,,,,,,,,,9,"27°25'53.83""N",27.43162,"54°22'35.47""E",54.37652,0.73,OLI_TIRS,12/1/2022 6:52,LGN,12/1/2022 6:52,156.7927642,37.18320877,,161,41,40,161,41,Landsat
,T1,2,"24°58'04.48""N",24.96791,"52°52'23.70""E",52.87325,"24°55'22.87""N",24.92302,"55°06'27.86""E",55.10774,"27°02'40.38""N",27.04455,"52°54'23.40""E",52.9065,"26°59'43.26""N",26.99535,"55°10'49.66""E",55.18046,OLI_TIRS_L2SP,12/1/2022,3/19/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_161042_20221201_20230319_02_T1,WGS84,LC91610422022335LGN01,7.215,4.448,5.681,329,5,1.15,LC09_L1TP_161042_20221201_20230319_02_T1,LC09_L2SP_161042_20221201_20230319_02_T1,LC91610422022335LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"25°59'34.04""N",25.99279,"54°01'03.94""E",54.01776,13.56,OLI_TIRS,12/1/2022 6:52,LGN,12/1/2022 6:53,156.0653294,38.40941388,,161,42,39,161,42,Landsat
,T1,2,"23°31'30.65""N",23.52518,"52°32'16.33""E",52.53787,"23°29'15.54""N",23.48765,"54°44'52.98""E",54.74805,"25°36'19.08""N",25.6053,"52°33'48.49""E",52.56347,"25°33'50.40""N",25.564,"54°48'37.04""E",54.81029,OLI_TIRS_L2SP,12/1/2022,3/19/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_161043_20221201_20230319_02_T1,WGS84,LC91610432022335LGN01,8.192,5.342,6.21,314,5,35.15,LC09_L1TP_161043_20221201_20230319_02_T1,LC09_L2SP_161043_20221201_20230319_02_T1,LC91610432022335LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"24°33'11.56""N",24.55321,"53°39'54.76""E",53.66521,52.2,OLI_TIRS,12/1/2022 6:52,LGN,12/1/2022 6:53,155.3079981,39.62714323,,161,43,39,161,43,Landsat
,T1,2,"22°04'42.38""N",22.07844,"52°12'17.32""E",52.20481,"22°02'51.47""N",22.04763,"54°23'43.19""E",54.39533,"24°09'43.02""N",24.16195,"52°13'24.82""E",52.22356,"24°07'40.40""N",24.12789,"54°26'53.02""E",54.44806,OLI_TIRS_L2SP,12/1/2022,3/19/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_161044_20221201_20230319_02_T1,WGS84,LC91610442022335LGN01,8.059,4.918,6.384,674,5,3.92,LC09_L1TP_161044_20221201_20230319_02_T1,LC09_L2SP_161044_20221201_20230319_02_T1,LC91610442022335LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"23°06'46.62""N",23.11295,"53°19'05.74""E",53.31826,3.92,OLI_TIRS,12/1/2022 6:53,LGN,12/1/2022 6:53,154.517929,40.83561965,,161,44,39,161,44,Landsat
,T1,2,"20°37'59.52""N",20.6332,"51°52'34.82""E",51.87634,"20°36'30.64""N",20.60851,"54°02'56""E",54.04889,"22°43'12.07""N",22.72002,"51°53'20.54""E",51.88904,"22°41'33.25""N",22.69257,"54°05'34.87""E",54.09302,OLI_TIRS_L2SP,12/1/2022,3/19/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_161045_20221201_20230319_02_T1,WGS84,LC91610452022335LGN01,7.619,4.974,5.772,843,5,0.22,LC09_L1TP_161045_20221201_20230319_02_T1,LC09_L2SP_161045_20221201_20230319_02_T1,LC91610452022335LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,-0.001,,,,,,,,,9,"21°40'17.47""N",21.67152,"52°58'34.90""E",52.97636,0.22,OLI_TIRS,12/1/2022 6:53,LGN,12/1/2022 6:54,153.6919517,42.03450947,,161,45,39,161,45,Landsat
,T1,2,"26°21'16.63""N",26.35462,"54°45'29.92""E",54.75831,"26°22'19.74""N",26.37215,"57°04'01.78""E",57.06716,"28°28'25.14""N",28.47365,"54°42'54.36""E",54.7151,"28°29'34.19""N",28.49283,"57°04'06.46""E",57.06846,OLI_TIRS_L2SP,12/2/2022,12/12/2022,12/12/2022,,WGS84,DAY,LC08_L2SP_160041_20221202_20221212_02_T1,WGS84,LC81600412022336LGN00,8.13,4.833,6.537,688,5,0.72,LC08_L1TP_160041_20221202_20221212_02_T1,LC08_L2SP_160041_20221202_20221212_02_T1,LC81600412022336LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"27°25'53.11""N",27.43142,"55°54'12.02""E",55.90334,0.68,OLI_TIRS,12/2/2022 6:46,LGN,12/2/2022 6:46,156.7859764,37.01806142,FINAL,160,41,40,160,41,Landsat
,T1,2,"24°54'40.36""N",24.91121,"54°24'50.29""E",54.41397,"24°56'00.02""N",24.93334,"56°41'52.48""E",56.69791,"27°01'58.19""N",27.03283,"54°22'01.63""E",54.36712,"27°03'25.67""N",27.05713,"56°41'32.75""E",56.69243,OLI_TIRS_L2SP,12/2/2022,12/12/2022,12/12/2022,,WGS84,DAY,LC08_L2SP_160042_20221202_20221212_02_T1,WGS84,LC81600422022336LGN00,7.952,4.829,6.318,635,5,2.97,LC08_L1TP_160042_20221202_20221212_02_T1,LC08_L2SP_160042_20221202_20221212_02_T1,LC81600422022336LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"25°59'33.50""N",25.99264,"55°32'40.31""E",55.54453,2.42,OLI_TIRS,12/2/2022 6:46,LGN,12/2/2022 6:47,156.0620422,38.24413776,FINAL,160,42,40,160,42,Landsat
,T1,2,"23°28'12.40""N",23.47011,"54°04'33.49""E",54.07597,"23°29'46.10""N",23.49614,"56°20'13.06""E",56.33696,"25°35'29.51""N",25.59153,"54°01'34.93""E",54.02637,"25°37'12.83""N",25.62023,"56°19'32.48""E",56.32569,OLI_TIRS_L2SP,12/2/2022,12/12/2022,12/12/2022,,WGS84,DAY,LC08_L2SP_160043_20221202_20221212_02_T1,WGS84,LC81600432022336LGN00,6.753,4.651,4.897,701,5,0.54,LC08_L1TP_160043_20221202_20221212_02_T1,LC08_L2SP_160043_20221202_20221212_02_T1,LC81600432022336LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"24°33'10.19""N",24.55283,"55°11'30.77""E",55.19188,1.07,OLI_TIRS,12/2/2022 6:46,LGN,12/2/2022 6:47,155.3083492,39.46202194,FINAL,160,43,40,160,43,Landsat
,T1,2,"22°01'43.64""N",22.02879,"53°44'36.67""E",53.74352,"22°03'28.80""N",22.058,"55°58'39.14""E",55.97754,"24°08'59.75""N",24.14993,"53°41'30.98""E",53.69194,"24°10'56.21""N",24.18228,"55°57'40.75""E",55.96132,OLI_TIRS_L2SP,12/2/2022,12/12/2022,12/12/2022,,WGS84,DAY,LC08_L2SP_160044_20221202_20221212_02_T1,WGS84,LC81600442022336LGN00,8.231,5.31,6.289,556,5,0.02,LC08_L1TP_160044_20221202_20221212_02_T1,LC08_L2SP_160044_20221202_20221212_02_T1,LC81600442022336LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"23°06'45.40""N",23.11261,"54°50'41.96""E",54.84499,0.02,OLI_TIRS,12/2/2022 6:47,LGN,12/2/2022 6:47,154.5224168,40.67050982,FINAL,160,44,40,160,44,Landsat
,T1,2,"20°35'04.70""N",20.58464,"53°24'46.76""E",53.41299,"20°36'59.11""N",20.61642,"55°37'39.47""E",55.62763,"22°42'29.23""N",22.70812,"53°21'36.29""E",53.36008,"22°44'36.67""N",22.74352,"55°36'26.42""E",55.60734,OLI_TIRS_L2SP,12/2/2022,12/12/2022,12/12/2022,,WGS84,DAY,LC08_L2SP_160045_20221202_20221212_02_T1,WGS84,LC81600452022336LGN00,7.767,5.201,5.769,915,5,0.07,LC08_L1TP_160045_20221202_20221212_02_T1,LC08_L2SP_160045_20221202_20221212_02_T1,LC81600452022336LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"21°40'17.22""N",21.67145,"54°30'11.70""E",54.50325,0.07,OLI_TIRS,12/2/2022 6:47,LGN,12/2/2022 6:48,153.7010762,41.86931959,FINAL,160,45,40,160,45,Landsat
,T1,2,"24°55'58.04""N",24.93279,"55°58'11.89""E",55.96997,"24°55'52.39""N",24.93122,"58°14'13.16""E",58.23699,"27°02'14.32""N",27.03731,"55°57'05.26""E",55.95146,"27°02'08.09""N",27.03558,"58°15'33.19""E",58.25922,OLI_TIRS_L2SP,12/3/2022,3/18/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_159042_20221203_20230319_02_T1,WGS84,LC91590422022337LGN01,7.952,4.301,6.688,607,5,1.09,LC09_L1TP_159042_20221203_20230318_02_T1,LC09_L2SP_159042_20221203_20230319_02_T1,LC91590422022337LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0.001,,,,,,,,,9,"25°59'34.40""N",25.99289,"57°06'21.13""E",57.10587,0.71,OLI_TIRS,12/3/2022 6:40,LGN,12/3/2022 6:40,156.0074987,38.06873347,,159,42,40,159,42,Landsat
,T1,2,"23°29'19.79""N",23.48883,"55°37'54.98""E",55.63194,"23°29'32.53""N",23.49237,"57°52'35.47""E",57.87652,"25°35'46.32""N",25.5962,"55°36'32""E",55.60889,"25°36'00.36""N",25.6001,"57°53'28.64""E",57.89129,OLI_TIRS_L2SP,12/3/2022,3/18/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_159043_20221203_20230319_02_T1,WGS84,LC91590432022337LGN01,6.731,4.271,5.202,570,5,0.13,LC09_L1TP_159043_20221203_20230318_02_T1,LC09_L2SP_159043_20221203_20230319_02_T1,LC91590432022337LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"24°33'11.27""N",24.55313,"56°45'11.38""E",56.75316,0.48,OLI_TIRS,12/3/2022 6:40,LGN,12/3/2022 6:41,155.2568936,39.28581281,,159,43,40,159,43,Landsat
,T1,2,"22°02'49.02""N",22.04695,"55°18'01.26""E",55.30035,"22°03'17.78""N",22.05494,"57°31'17.08""E",57.52141,"24°09'15.77""N",24.15438,"55°16'25.03""E",55.27362,"24°09'47.63""N",24.16323,"57°31'46.60""E",57.52961,OLI_TIRS_L2SP,12/3/2022,3/18/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_159044_20221203_20230319_02_T1,WGS84,LC91590442022337LGN01,7.054,4.506,5.427,808,5,0.02,LC09_L1TP_159044_20221203_20230318_02_T1,LC09_L2SP_159044_20221203_20230319_02_T1,LC91590442022337LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"23°06'45.72""N",23.1127,"56°24'22.10""E",56.40614,0.02,OLI_TIRS,12/3/2022 6:40,LGN,12/3/2022 6:41,154.4741579,40.49374239,,159,44,40,159,44,Landsat
,T1,2,"20°36'06.62""N",20.60184,"54°58'17.65""E",54.97157,"20°36'49.14""N",20.61365,"57°10'15.02""E",57.17084,"22°42'43.02""N",22.71195,"54°56'30.62""E",54.94184,"22°43'30.40""N",22.72511,"57°10'24.02""E",57.17334,OLI_TIRS_L2SP,12/3/2022,3/18/2023,3/19/2023,,WGS84,DAY,LC09_L2SP_159045_20221203_20230319_02_T1,WGS84,LC91590452022337LGN01,7.542,5.032,5.618,586,5,0.92,LC09_L1TP_159045_20221203_20230318_02_T1,LC09_L2SP_159045_20221203_20230319_02_T1,LC91590452022337LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"21°40'17.58""N",21.67155,"56°03'52.06""E",56.06446,0.92,OLI_TIRS,12/3/2022 6:41,LGN,12/3/2022 6:41,153.6565674,41.69189042,,159,45,40,159,45,Landsat
,T1,2,"26°23'32.24""N",26.39229,"51°39'56.52""E",51.6657,"26°21'49.03""N",26.36362,"53°56'27.78""E",53.94105,"28°28'49.19""N",28.48033,"51°40'42.06""E",51.67835,"28°26'56.36""N",28.44899,"53°59'48.62""E",53.99684,OLI_TIRS_L2SP,12/8/2022,3/18/2023,3/18/2023,,WGS84,DAY,LC09_L2SP_162041_20221208_20230318_02_T1,WGS84,LC91620412022342LGN01,7.281,5.072,5.224,705,5,13.85,LC09_L1TP_162041_20221208_20230318_02_T1,LC09_L2SP_162041_20221208_20230318_02_T1,LC91620412022342LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,-0.001,,,,,,,,,9,"27°25'53.94""N",27.43165,"52°49'19.60""E",52.82211,12.59,OLI_TIRS,12/8/2022 6:58,LGN,12/8/2022 6:58,156.4691535,36.08987975,,162,41,39,162,41,Landsat
,T1,2,"24°56'58.34""N",24.94954,"51°19'29.68""E",51.32491,"24°55'39.61""N",24.92767,"53°34'24.60""E",53.5735,"27°02'26.95""N",27.04082,"51°19'50.56""E",51.33071,"27°01'00.62""N",27.01684,"53°37'09.88""E",53.61941,OLI_TIRS_L2SP,12/8/2022,3/18/2023,3/18/2023,,WGS84,DAY,LC09_L2SP_162042_20221208_20230318_02_T1,WGS84,LC91620422022342LGN01,7.738,4.801,6.068,43,5,0.58,LC09_L1TP_162042_20221208_20230318_02_T1,LC09_L2SP_162042_20221208_20230318_02_T1,LC91620422022342LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,-0.001,,,,,,,,,9,"25°59'34.44""N",25.9929,"52°27'47.88""E",52.4633,6.74,OLI_TIRS,12/8/2022 6:58,LGN,12/8/2022 6:59,155.7604402,37.31167206,,162,42,39,162,42,Landsat
,T1,2,"23°30'20.45""N",23.50568,"50°59'10.64""E",50.98629,"23°29'23.71""N",23.48992,"53°12'57.24""E",53.2159,"25°36'00.40""N",25.60011,"50°59'09.82""E",50.98606,"25°34'57.94""N",25.58276,"53°15'10.73""E",53.25298,OLI_TIRS_L2SP,12/8/2022,3/18/2023,3/18/2023,,WGS84,DAY,LC09_L2SP_162043_20221208_20230318_02_T1,WGS84,LC91620432022342LGN01,8.003,5.361,5.942,277,5,26.06,LC09_L1TP_162043_20221208_20230318_02_T1,LC09_L2SP_162043_20221208_20230318_02_T1,LC91620432022342LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"24°33'10.26""N",24.55285,"52°06'38.38""E",52.11066,22.9,OLI_TIRS,12/8/2022 6:59,LGN,12/8/2022 6:59,155.0230982,38.52567889,,162,43,39,162,43,Landsat
,T1,2,"22°03'38.99""N",22.06083,"50°39'17.86""E",50.65496,"22°03'02.16""N",22.0506,"52°51'41.33""E",52.86148,"24°09'29.95""N",24.15832,"50°38'58.42""E",50.64956,"24°08'49.24""N",24.14701,"52°53'26.20""E",52.89061,OLI_TIRS_L2SP,12/8/2022,3/18/2023,3/18/2023,,WGS84,DAY,LC09_L2SP_162044_20221208_20230318_02_T1,WGS84,LC91620442022342LGN01,9.165,5.897,7.017,605,5,0.02,LC09_L1TP_162044_20221208_20230318_02_T1,LC09_L2SP_162044_20221208_20230318_02_T1,LC91620442022342LGN01,,,,,,,,,NADIR,LPGS_16.2.0,UTM,,,0,,,,,,,,,9,"23°06'45.58""N",23.11266,"51°45'49.43""E",51.76373,0.02,OLI_TIRS,12/8/2022 6:59,LGN,12/8/2022 7:00,154.2548924,39.73018783,,162,44,39,162,44,Landsat
,T1,2,"26°19'59.23""N",26.33312,"53°13'15.17""E",53.22088,"26°22'32.30""N",26.37564,"55°32'54.85""E",55.54857,"28°27'55.12""N",28.46531,"53°08'51.14""E",53.14754,"28°30'42.73""N",28.51187,"55°31'13.19""E",55.52033,OLI_TIRS_L2SP,12/9/2022,12/19/2022,12/19/2022,,WGS84,DAY,LC08_L2SP_161041_20221209_20221219_02_T1,WGS84,LC81610412022343LGN00,7.746,4.832,6.054,844,5,1.58,LC08_L1TP_161041_20221209_20221219_02_T1,LC08_L2SP_161041_20221209_20221219_02_T1,LC81610412022343LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"27°25'52.36""N",27.43121,"54°21'36.43""E",54.36012,1.46,OLI_TIRS,12/9/2022 6:52,LGN,12/9/2022 6:52,156.419026,35.96442034,FINAL,161,41,40,161,41,Landsat
,T1,2,"24°58'05.16""N",24.9681,"52°51'30.24""E",52.8584,"24°55'24.64""N",24.92351,"55°05'23.86""E",55.08996,"27°02'41.10""N",27.04475,"52°53'29""E",52.89139,"26°59'45.17""N",26.99588,"55°09'44.53""E",55.16237,OLI_TIRS_L2SP,12/9/2022,12/19/2022,12/19/2022,,WGS84,DAY,LC08_L2SP_161042_20221209_20221219_02_T1,WGS84,LC81610422022343LGN00,7.025,4.26,5.585,324,5,5.51,LC08_L1TP_161042_20221209_20221219_02_T1,LC08_L2SP_161042_20221209_20221219_02_T1,LC81610422022343LGN00,,,,,,,,,NADIR,LPGS_16.1.0,UTM,,,-0.001,,,,,,,,,8,"25°59'32.75""N",25.99243,"54°00'04.79""E",54.00133,0.54,OLI_TIRS,12/9/2022 6:52,LGN,12/9/2022 6:53,155.712255,37.18556867,FINAL,161,42,39,161,42,Landsat
